ID,day,month,year,place of marriage,forename of groom,surname of groom,occupation of groom,marital status of groom,age of groom,address of groom,forename of bride,surname of bride,occupation of bride,marital status of bride,age of bride,address of bride,groom's father's forename,groom's father's surname,groom's father's occupation,if groom's father deceased,groom's mother's forename,groom's mother's maiden surname,if groom's mother deceased,bride's father's forename,bride's father's surname,bride's father's occupation,if bride's father deceased,bride's mother's forename,bride's mother's maiden surname,if bride's mother deceased,notes1,gdeath,bdeath,GROOM_IDENTITY,BRIDE_IDENTITY,GROOM_MOTHER_IDENTITY,GROOM_FATHER_IDENTITY,BRIDE_MOTHER_IDENTITY,BRIDE_FATHER_IDENTITY,GROOM_BIRTH_RECORD_IDENTITY,BRIDE_BIRTH_RECORD_IDENTITY,GROOM_FATHER_BIRTH_RECORD_IDENTITY,GROOM_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_FATHER_BIRTH_RECORD_IDENTITY,BRIDE_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_IMMIGRANT_GENERATION,GROOM_IMMIGRANT_GENERATION
5115,25,MARCH,1902,"Southfield Scottish Borders",Tyler,Donald,SCHOLAR,B,16,"48 St Molios Park, Croc, North Ayrshire",Lily,Mclaren,MILLINER,S,22,"1 St Michaels Road, Heatherknowe, Aberdeenshire",Andrew,Donald,SHOEMAKER (MASTER),,Bethany,Rice,,David,Mclaren,SEAMAN,,Georgia,Christie,,SYNTHETIC DATA PRODUCED USING VALIPOP,18651,17610,18651,17610,15464,14557,13102,13045,18651,17610,14557,15464,13045,13102,NA,NA
5116,12,MAY,1902,"Highland",Jack,Watson,SCHOLAR,B,19,"1 Whitehorse Pend, Aberdeenshire",Georgia,Howie,SCHOLAR,S,18,"1 Ruthrie Terrace, Kaimhill, Aberdeen City",Joshua,Watson,IRON TURNER,,Lydia,Hart,,Callum,Howie,LABOURER,,Hannah,Murray,,SYNTHETIC DATA PRODUCED USING VALIPOP,17599,17636,17599,17636,12948,12339,13510,13871,17599,17636,12339,12948,13871,13510,NA,NA
5117,4,DECEMBER,1902,"Braeleny Farm Callander ",Ben,Buchan,WOOLEN WEAVER,B,21,"12 Common Road, Cellardyke, Fife",Amina,Mcmillan,,S,20,"1 Laggan Road, Claggan, Highland",Charlie,Buchan,WATCH TOOL & MATERIAL DEALER EMPLOYING 2 APPRENTICE,,Shannon,Leishman,,Jared,Mcmillan,HOUSE PAINTER,,Annabel,Robinson,,SYNTHETIC DATA PRODUCED USING VALIPOP,17541,17616,17541,17616,14806,14949,13194,13075,17541,17616,14949,14806,13075,13194,NA,NA
5118,28,JUNE,1902,"Batties Den Carnoustie ",Jacob,O'donnell,MASON (JOURNEYMAN),B,24,"6 Larkhall Burn, Glenburn Hall, Jedburgh",Sophie,Forbes,SCHOLAR,S,18,"3 Brochroy Croft, Argyll and Bute",Nathan,O'donnell,CARVER,,Bethany,Wood,,Jordan,Forbes,SPIRIT DEALER,,Courtney,Macphail,,SYNTHETIC DATA PRODUCED USING VALIPOP,16737,17620,16737,17620,12602,12483,13212,12971,16737,17620,12483,12602,12971,13212,NA,NA
5119,3,JULY,1902,"Lessudden House Scottish Borders",David,Hobson,(ENGINE SMITH) JYMAN,B,20,"1 Robertson Way, Braeleny Farm, Stirling",Annie,Mccormick,SCHOLAR,S,17,"5 Castle Road, Genoch Farm, South Ayrshire",Joseph,Hobson,AG LAB,,Leah,Mcguire,,Christian,Mccormick,AGRICULTURAL LABOURER,,Katie,Mcguire,,SYNTHETIC DATA PRODUCED USING VALIPOP,17355,17796,17355,17796,13880,14151,14004,13247,17355,17796,14151,13880,13247,14004,NA,NA
5120,15,SEPTEMBER,1902,"Girvan South Ayrshire",Samuel,Smith,CLERK SHIPOWNERS,B,20,"13 Meikleholm Brae, Langholm, Dumfries and Galloway",Susannah,Clark,SCHEDULE,S,18,"5 Lochandhu Road, Argyll and Bute",Ethan,Smith,ARCHITECT,,Amelia,Browning,,William,Clark,AGRICULTURAL LABOURER,,Michaela,Mckinlay,,SYNTHETIC DATA PRODUCED USING VALIPOP,17487,17804,17487,17804,13378,13061,14274,14697,17487,17804,13061,13378,14697,14274,NA,NA
5121,11,JUNE,1902,"Annan Dumfries and Galloway",Christopher,Logan,BREWER,B,23,"1 Ewart Drive, Newton Stewart, Dumfries and Galloway",Natalie,Kelman,SCHOLAR,S,18,"5 Berryden Road, Meethill, Peterhead",Alister,Logan,LAB IN IRON WORKS,,Catherine,Gillespie,,Daniel,Kelman,CARPET WEAVER,,Bethany,Paterson,,SYNTHETIC DATA PRODUCED USING VALIPOP,17013,17824,17013,17824,12426,11287,14762,14741,17013,17824,11287,12426,14741,14762,NA,NA
5122,17,OCTOBER,1902,"Aberdeenshire",Charlie,Sutherland,,B,24,"9 Glencraig Place, Croc, North Ayrshire",Hannah,Smith,SCHOLAR,S,18,"1 Seafield Crescent, Highland",Jacob,Sutherland,MINISTER 2 CHARGE DYSART,,Rhiannon,Johnstone,,Mohammad,Smith,SHEPHERD,,Gemma,Hay,,SYNTHETIC DATA PRODUCED USING VALIPOP,16867,17776,16867,17776,12362,11833,13698,13007,16867,17776,11833,12362,13007,13698,NA,NA
5123,21,SEPTEMBER,1902,"Croc North Ayrshire",Lewis,Kelman,STREET SWEEPER LAB,B,27,"1 Peel Gait, Glenburn, Selkirk",Carola,Anderson,,S,17,"1 Eglinton Crescent, Troon, South Ayrshire",John,Kelman,PLASTERER,,Katie,Scott,,Harry,Anderson,LAND LABOURER,,Leonie,Mckinlay,,SYNTHETIC DATA PRODUCED USING VALIPOP,16493,17778,16493,17778,13344,13195,13836,13891,16493,17778,13195,13344,13891,13836,NA,NA
5124,13,DECEMBER,1902,"Scaurs Scottish Borders",Benjamin,Christie,SCHOLAR,B,19,"5 Cora Linn Court, North Ayrshire",India,Mcmillan,SCHOLAR,S,16,"39 St Molios Park, Croc, North Ayrshire",Callum,Christie,DRAPER,,Chelsea,Burns,,Andrew,Mcmillan,PLOUGHMAN,,Charlotte,Hassan,,SYNTHETIC DATA PRODUCED USING VALIPOP,17765,18058,17765,18058,13612,13717,14212,14665,17765,18058,13717,13612,14665,14212,NA,NA
5125,7,FEBRUARY,1902,"Highland",Daniel,Hobson,PAINTER,B,22,"3 Morven Avenue, Borrowfield, Angus",Eliza,Middleton,SCHOLAR,S,17,"1 Janefield Rise, Allanbank, Lauder",Samir,Hobson,CONTRACTOR EMPLOYING 8 MEN,,Rachel,Sinclair,,Jordan,Middleton,FLESHER (MASTER),,Maryam,Rae,,SYNTHETIC DATA PRODUCED USING VALIPOP,17385,18024,17385,18024,14500,13903,13620,13381,17385,18024,13903,14500,13381,13620,NA,NA
5126,8,AUGUST,1902,"Coplandhill Aberdeenshire",George,Reekie,SCHOLAR,B,19,"2 Primrose Avenue, Coplandhill, Aberdeenshire",Hannah,Rae,SCHOLAR,S,16,"8 Caberfeidh, Portree, Highland",Paul,Reekie,DOCK LABOURER,,Emma,Hawthorne,,Ayrton,Rae,FLAX DRESSER,,Charlotte,Brown,,SYNTHETIC DATA PRODUCED USING VALIPOP,18027,18442,18027,18442,13606,13609,14012,13885,18027,18442,13609,13606,13885,14012,NA,NA
5127,6,JANUARY,1902,"Abbotsmeadow Melrose ",Joshua,Connelly,SCHOLAR,B,17,"5 Crosbie Road, Troon, South Ayrshire",Hannah,Wilson,SCHOLAR,S,16,"91 Carbost Hall Road, Highland",Kyle,Connelly,PLASTERER,,Lillie,O'donnell,,David,Wilson,DEALER,,Jodie,Green,,SYNTHETIC DATA PRODUCED USING VALIPOP,18347,18456,18347,18456,14826,14661,14136,13697,18347,18456,14661,14826,13697,14136,NA,NA
5130,11,APRIL,1903,"Auchreoch Stirling",Jared,Kerr,LABOURER,B,34,"1 Doocot Road, Northbank Farm Steadings, Fife",Nimah,Connelly,LINEN HAND LOOM WEAVER,S,31,"98 Waid Terrace, Anstruther Easter, Anstruther",Callum,Kerr,JUTE WARPER,,Sonia,Ramsay,,Ethan,Connelly,PLOUGHMAN,,Leah,Hart,,SYNTHETIC DATA PRODUCED USING VALIPOP,15503,15952,15503,15952,12214,12381,13202,12739,15503,15952,12381,12214,12739,13202,NA,NA
5131,24,DECEMBER,1903,"Allanbank Lauder ",Jordan,Clifford,MATE,B,40,"95 Carbost Hall Road, Highland",Natasha,Smith,YARN WINDER,S,33,"1 Adams Gate, Troon, South Ayrshire",Cameron,Clifford,AG LAB,,Kayleigh,Porter,,Thomas,Smith,FISHERMAN,,Evan,Lyon,,SYNTHETIC DATA PRODUCED USING VALIPOP,14931,15892,14931,15892,11184,11103,11998,12139,14931,15892,11103,11184,12139,11998,NA,NA
5132,23,JUNE,1903,"Stranraer Dumfries and Galloway",James,Wales,COACHMAN,B,34,"1 Tweedie Terrace, Annan, Dumfries and Galloway",Danielle,Hogg,,W,35,"1 Rubislaw Drive, Seafield, Aberdeen City",Samuel,Wales,FARMER OF 100 ACERS EMPLOYING 2 LB AND 2 BOYS,,Faye,Syme,,Zachary,Hogg,CORN MILLER,,Amber,Leishman,,SYNTHETIC DATA PRODUCED USING VALIPOP,16003,15872,16003,15872,11630,11317,11774,11901,16003,15872,11317,11630,11901,11774,NA,NA
5133,9,APRIL,1903,"Aberdeenshire",Faheem,Johnson,LABOURER AGR,B,38,"33 Gordon Brown Place, Highland",Savannah,Donald,,W,35,"104 Brunton Park, Manse, Scottish Borders",Thomas,Johnson,SALT MAKER,,Kimia,Smith,,Nathan,Donald,CONFECTIONER,,Sarah,Wood,,SYNTHETIC DATA PRODUCED USING VALIPOP,15497,15864,15497,15864,11972,11903,11658,11755,15497,15864,11903,11972,11755,11658,NA,NA
5134,5,OCTOBER,1903,"Highland",Alexander,Doig,IRONMONGER & BLACKSMITH EMPLOYS THREE MEN,B,45,"31 St Molios Park, Croc, North Ayrshire",Shannon,Jordan,HOUSEWIFE,W,36,"157 Morrison Place, Aberdeenshire",Alex,Doig,PAUPER AGRICUL LABOURER,,Menna,Burns,,Ryan,Jordan,COML TRAVELER DRAPERY,,Francesca,Young,,SYNTHETIC DATA PRODUCED USING VALIPOP,14651,15948,14651,15948,11212,10861,13076,12593,14651,15948,10861,11212,12593,13076,NA,NA
5135,24,FEBRUARY,1903,"Highland",Johnathan,Petrie,MASON,B,26,"1 Naismith Drive, Aberdeenshire",Nikki,Sutherland,DOMESTIC SERV,S,31,"9 Glencraig Place, Croc, North Ayrshire",Liam,Petrie,PORTER,,Saskia,Wood,,Jacob,Sutherland,MINISTER 2 CHARGE DYSART,,Rhiannon,Johnstone,,SYNTHETIC DATA PRODUCED USING VALIPOP,16745,16042,16745,16042,12714,12239,12362,11833,16745,16042,12239,12714,11833,12362,NA,NA
5136,21,NOVEMBER,1903,"Aberdeenshire",Adam,Aitchison,CHEMICAL LAB,B,30,"1 Croft Road, Highland",Amy,Mcguire,,S,32,"3 Fairwinds Place, Coplandhill, Aberdeenshire",Daniel,Aitchison,COTTON MANUF,,Harley,Ramsay,,Adam,Mcguire,WEIGHER IN A FOUNDRY,,Danielle,Gillespie,,SYNTHETIC DATA PRODUCED USING VALIPOP,16303,16040,16303,16040,12152,11571,12206,11629,16303,16040,11571,12152,11629,12206,NA,NA
5137,10,APRIL,1903,"Auchreoch Stirling",Jacques,Hutcheson,SHIP BUILDER,B,36,"1 Motray Crescent, Rummond, Fife",Stephanie,Craig,FORMALY DARRY MAID,S,32,"20 Glencraig Place, Croc, North Ayrshire",William,Hutcheson,MINISTER OF ESTABLISHED CHURCH KIRKPATRICK JUSTCE,,Ella,Robb,,Scott,Craig,LINNEN WEAVER,,Jodie,Main,,SYNTHETIC DATA PRODUCED USING VALIPOP,15511,16052,15511,16052,12316,12157,12456,12103,15511,16052,12157,12316,12103,12456,NA,NA
5138,17,FEBRUARY,1903,"Croc North Ayrshire",Harry,Robb,WAREHOUSEMAN,W,41,"5 Milfield Gardens, Scaurs, Jedburgh",Alicia,Gillespie,ENGINE DRIVER'S WIFE,D,31,"6 Cherry Bank, Southfield, Scottish Borders",Thomas,Robb,STONE DYKER,,Jasmine,Mowbray,,Liam,Gillespie,SHAWL MERCHANT,,Skye,Clifford,,SYNTHETIC DATA PRODUCED USING VALIPOP,14973,16344,14973,16344,11850,11739,12690,12485,14973,16344,11739,11850,12485,12690,NA,NA
5139,19,FEBRUARY,1903,"Highland",Bradley,Webster,BLACKSMITH,W,61,"1 John Simpson Drive, Stranraer, Dumfries and Galloway",Emily,Duncan,POWERLOOM WEAVER,S,27,"1 Tarlair Street, North Lodge, Macduff",James,Webster,COTTON WEAVER,,Sarah,Mackenzie,,Joe,Duncan,LINEN MANAGER AT BLEACH FIELD,,Christie,Gillespie,,SYNTHETIC DATA PRODUCED USING VALIPOP,12005,16504,12005,16504,9206,8795,13886,11627,12005,16504,8795,9206,11627,13886,NA,NA
5140,24,FEBRUARY,1903,"Highland",Kyle,Currie,HAWKER,B,31,"63 Northfield Gardens, Aberdeenshire",Hayley,Rae,DRESS MAKER,W,30,"1 Strathy East Road, Highland",Andrew,Currie,PLOUGHMAN,,Lucy,Hobson,,Dylan,Rae,AGRICULTURAL LABORER,,Melissa,Amos,,SYNTHETIC DATA PRODUCED USING VALIPOP,16483,16554,16483,16554,13244,12851,12026,12499,16483,16554,12851,13244,12499,12026,NA,NA
5141,17,APRIL,1903,"Calton Campbeltown ",Joshua,Johnson,TAILOR,B,30,"2 Corrie Place, South Ayrshire",Abbie,Forbes,DOMESTIC SERVANT,S,25,"9 Cherry Bank, Southfield, Scottish Borders",Bradley,Johnson,CLOTH MERCHANT,,Emma,Breen,,Luke,Forbes,LABOURER FURNACES,,Shelley,Mackie,,SYNTHETIC DATA PRODUCED USING VALIPOP,16349,16892,16349,16892,12866,12235,12746,12495,16349,16892,12235,12866,12495,12746,NA,NA
5142,19,JULY,1903,"The Lees Coldstream ",Oliver,Logan,COACHMAN,B,30,"8 Inverugie Cottages, Coplandhill, Aberdeenshire",Stephanie,Hobson,,S,24,"5 Hamilton Terrace, Croc, North Ayrshire",Adam,Logan,CORK CUTTER,,Rebecca,Porter,,Joshua,Hobson,INSURANCE AGENT,,Sasha,Fell,,SYNTHETIC DATA PRODUCED USING VALIPOP,16021,16950,16021,16950,11874,11617,14038,14157,16021,16950,11617,11874,14157,14038,NA,NA
5143,9,SEPTEMBER,1903,"Dumfries and Galloway",Jonathan,Connelly,FISHERMAN,B,20,"92 Carbost Hall Road, Highland",Sophia,Ferguson,,S,24,"264 Golf Course Road, Girvan, South Ayrshire",Joshua,Connelly,POTATOE DEALER,,Margaux,Clow,,Logan,Ferguson,GARDENER DOMESTIC SERVANT,,Rebecca,Young,,SYNTHETIC DATA PRODUCED USING VALIPOP,17605,16990,17605,16990,12934,12509,12130,12133,17605,16990,12509,12934,12133,12130,NA,NA
5144,25,APRIL,1903,"Scaurs Jedburgh ",Robert,Hay,PRIVATE,B,22,"7 Hamilton Terrace, Croc, North Ayrshire",Bethany,Watson,COTTON WEAVER,S,24,"5 Roshven View, Highland",Charlie,Hay,SHOE MAKER,,Elena,Macdonald,,Edward,Watson,LABOURER,,Bethany,Ramsay,,SYNTHETIC DATA PRODUCED USING VALIPOP,17335,16994,17335,16994,13478,12831,12146,11897,17335,16994,12831,13478,11897,12146,NA,NA
5145,28,APRIL,1903,,Billy,Mullen,AG LABOURER,D,38,"6 Pairc Uilleim, Highland",Yasmin,O'donnell,DOMESTIC SERVANT,S,29,"3 Haddo Crescent, Aberdeenshire",Lewis,Mullen,CALICO PRINTER,,Deborah,Petrie,,Brandon,O'donnell,PROPRIETOR OF HOUSE & LAND,,Paige,Laing,,SYNTHETIC DATA PRODUCED USING VALIPOP,15639,16986,15639,16986,12352,12265,11994,11391,15639,16986,12265,12352,11391,11994,NA,NA
5146,2,AUGUST,1903,"Scottish Borders",Aidan,Burns,POLICE CONSTABLE,B,34,"4 Hillside Terrace, Croc, North Ayrshire",Polly,Brand,THREAD FACTORY WORKER,S,25,"1 Arranton Place, Croc, North Ayrshire",Connor,Burns,COTTON WEAVER,,Elin,Keir,,Marcus,Brand,,,Georgia,Macphail,,SYNTHETIC DATA PRODUCED USING VALIPOP,15721,17024,15721,17024,11646,11427,12712,12447,15721,17024,11427,11646,12447,12712,NA,NA
5147,13,AUGUST,1903,"Warddykes Arbroath ",Max,Mcguire,FISHERMAN,B,27,"1 Cowden Road, Perth and Kinross",Emma,Mcmillan,COOK,W,25,"4 Lochandhu Road, Argyll and Bute",Angus,Mcguire,RETIRED GEN LABOURER,,Katherine,Innes,,Shaun,Mcmillan,BAKER,,Abbie,Burns,,SYNTHETIC DATA PRODUCED USING VALIPOP,16725,17094,16725,17094,12296,11397,14818,13963,16725,17094,11397,12296,13963,14818,NA,NA
5148,30,JANUARY,1903,"Croc North Ayrshire",Oliver,Porter,QUARRIER,B,44,"4 Weirgate Way, Lessudden House, Scottish Borders",Magdalena,Gillespie,DOMESTIC SERVT,D,27,"3 Pine Road, Blairmore, Highland",Patrick,Porter,CANAL BRIDGE KEEPER,,Nimrah,Campbell,,Daniel,Gillespie,WOOD FORESTER,,Rebecca,Duncan,,SYNTHETIC DATA PRODUCED USING VALIPOP,14683,16988,14683,16988,11640,10873,12104,10989,14683,16988,10873,11640,10989,12104,NA,NA
5149,11,AUGUST,1903,"Croc North Ayrshire",Harry,Hay,PRINT SELLERS CLERK,B,20,"2 Mansefield, Auchreoch, Stirling",Sian,Hutcheson,,S,21,"1 Welldale Street, South Lanarkshire",John,Hay,FARMER OF 175 ACRES EMPLOYING 3 MEN 2 BOYS & 2 WOMEN,,Renay,Ramsay,,Guy,Hutcheson,LABEROUR FARM,,Chloe,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,17505,17358,17505,17358,13684,13727,13890,13431,17505,17358,13727,13684,13431,13890,NA,NA
5150,25,JULY,1903,"Highland",Toby,Anderson,SCHOLAR,B,20,"1 Manse Terrace, Aberdeenshire",Victoria,Brown,,S,20,"6 Lagrannoch Drive, Braeleny Farm, Stirling",Daniel,Anderson,FISHERMAN,,Helena,Christie,,Daniel,Brown,ENGINEER,,Anna,Mcintosh,,SYNTHETIC DATA PRODUCED USING VALIPOP,17343,17374,17343,17374,13582,13369,14160,12749,17343,17374,13369,13582,12749,14160,NA,NA
5151,16,FEBRUARY,1903,"Coplandhill Aberdeenshire",Zachary,Mcguire,CARTER,B,30,"11 Dail a' Chladaich, Highland",Samantha,Mcintosh,SCHOLAR,S,23,"8 School Park, Highland",Jack,Mcguire,SHIP CARPENTER,,Madeleine,Melville,,Daniel,Mcintosh,TAYLOR,,Jade,Rae,,SYNTHETIC DATA PRODUCED USING VALIPOP,16163,17310,16163,17310,12098,11387,13098,12977,16163,17310,11387,12098,12977,13098,NA,NA
5152,27,AUGUST,1903,"Maybole South Ayrshire",Liam,Mckinlay,SCHOLAR,B,20,"3 Peter Howling Place, Anstruther Easter, Anstruther",Georgia,Donald,DRESS MAKER,S,22,"10 Athol Court, Scaurs, Jedburgh",Matthew,Mckinlay,OUT DOOR LAB,,Hannah,Connelly,,George,Donald,SHEPHERD,,Molly,Macphail,,SYNTHETIC DATA PRODUCED USING VALIPOP,17773,17458,17773,17458,13716,12721,12964,11867,17773,17458,12721,13716,11867,12964,NA,NA
5153,1,JULY,1903,"Highland",Dylan,Green,SCHOLAR,B,18,"3 McBey Way, Aberdeenshire",Olivia,Anderson,SEAMSTRESS (GENERAL WHITE SEAM),S,21,"4 St Molios Park, Croc, North Ayrshire",Jakob,Green,LABOURER,,Tayla,Anderson,,Tom,Anderson,FARM OVERSEER OF 62 ACRES,,Martina,Craig,,SYNTHETIC DATA PRODUCED USING VALIPOP,17949,17492,17949,17492,14928,15243,13484,12723,17949,17492,15243,14928,12723,13484,NA,NA
5154,20,APRIL,1903,"South Ayrshire",Liam,Main,STUDENT OF MEDICINE,B,27,"1 Greenside Park, The Holmes, Scottish Borders",Rabia,Rooney,DOMESTIC SERVANT,S,22,"1 Seaton Street, Maybole, South Ayrshire",Christian,Main,CARTER,,Jessica,Robertson,,Isaac,Rooney,WRIGHT,,Lucy,Patterson,,SYNTHETIC DATA PRODUCED USING VALIPOP,16751,17514,16751,17514,12864,13037,13970,12019,16751,17514,13037,12864,12019,13970,NA,NA
5155,14,OCTOBER,1903,,Thomas,Hassan,PLOUGHMAN,D,25,"240 The Paddock, East Lothian",Maisy,Millar,COTTON FACTORY WORKER,S,25,"3 Balgibbon Drive, Braeleny Farm, Callander",Rhys,Hassan,CURRIER & GROCER,,Lakeiya,Neill,,Jamie,Millar,FARM SERVT,,Ellie,Mackie,,SYNTHETIC DATA PRODUCED USING VALIPOP,17685,17640,17685,17640,14522,13357,13476,12803,17685,17640,13357,14522,12803,13476,NA,NA
5156,27,JUNE,1903,"Highland",Sean,Hay,PIECER IN MILL,B,19,"2 Mansefield, Auchreoch, Stirling",Temiloluwa,Hawthorne,FARMER'S DAUGHTER,S,22,"2 Whitehills Lane South, Cove Bay, Aberdeen City",John,Hay,FARMER OF 175 ACRES EMPLOYING 3 MEN 2 BOYS & 2 WOMEN,,Renay,Ramsay,,Thomas,Hawthorne,PLOUGHMAN,,Zoe,Broadfoot,,SYNTHETIC DATA PRODUCED USING VALIPOP,18033,17694,18033,17694,13684,13727,15058,14419,18033,17694,13727,13684,14419,15058,NA,NA
5157,26,FEBRUARY,1903,"Scottish Borders",Konna,Gowans,WOOLEN WEAVER,B,21,"1 Coronation Avenue, Swinhill, South Lanarkshire",Robyn,White,SCHOLAR,S,19,"269 Golf Course Road, Girvan, South Ayrshire",Liam,Gowans,MALTSTER,,Poppy,Murray,,Christopher,White,HOUSE CARPENTER,,Emma,Macdonald,,SYNTHETIC DATA PRODUCED USING VALIPOP,17369,17662,17369,17662,14020,12855,14028,13377,17369,17662,12855,14020,13377,14028,NA,NA
5158,9,NOVEMBER,1903,"Aberdeenshire",Oliver,Patterson,RAILWAY SERVANT,B,22,"195 The Hawthorns, Dumfries and Galloway",Marnie,Hassan,,S,21,"101 Lochalsh Road, Highland",Joseph,Patterson,GROCER & FISHER,,Charley,Mclachlan,,Jamie,Hassan,LATELY MERCHANT,,Georgia,Wilson,,SYNTHETIC DATA PRODUCED USING VALIPOP,17323,17634,17323,17634,13236,13907,13472,13043,17323,17634,13907,13236,13043,13472,NA,NA
5159,4,APRIL,1903,"South Ayrshire",Rameez,Anderson,FARMER'S SON,B,30,"8 Roshven View, Highland",Emily,Wilson,,S,21,"4 Birch Avenue, Southfield, Scottish Borders",Callum,Anderson,PROPRIETOR OF 60 ACRES,,Ellen,Little,,George,Wilson,PLOUGHMAN,,Anya,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,16371,17648,16371,17648,13390,12837,13632,13993,16371,17648,12837,13390,13993,13632,NA,NA
5160,26,JUNE,1903,"Glenburn Hall Jedburgh ",Nicholas,Webb,PLUMBER,B,39,"112 Cant Crescent, Northbank Farm Steadings, Fife",Bethany,Main,NONE,S,21,"2 Queen Street, Calton, Campbeltown",Macaulay,Webb,GRASSKEEPER,,Charlotte,Bull,,Jake,Main,GARDENER,,Jessica,Macphail,,SYNTHETIC DATA PRODUCED USING VALIPOP,15061,17608,15061,17608,11304,10831,12936,12347,15061,17608,10831,11304,12347,12936,NA,NA
5161,22,APRIL,1903,"Coplandhill Aberdeenshire",Samuel,Rae,SCHOLAR,B,18,"2 Kilrenny Lea, Cellardyke, Fife",Louise,Clow,,S,19,"2 Steele Croft Road, Highland",Callum,Rae,DAY LABOURER,,Katrina,Stewart,,Jack,Clow,TIN SMITH,,Urooj,Johnstone,,SYNTHETIC DATA PRODUCED USING VALIPOP,18071,17880,18071,17880,14528,14369,13252,12237,18071,17880,14369,14528,12237,13252,NA,NA
5162,17,DECEMBER,1903,"Croc North Ayrshire",Joseph,Hutcheson,BAKER (JOURNEYMAN),B,21,"6 Paterson Gardens, West End, Scottish Borders",Abbie,Mckinlay,SCHOLAR,S,19,"3 Peter Howling Place, Anstruther Easter, Anstruther",Connor,Hutcheson,FARMER OF 16 ACRES,,Lucia,Jordan,,Matthew,Mckinlay,OUT DOOR LAB,,Hannah,Connelly,,SYNTHETIC DATA PRODUCED USING VALIPOP,17635,17902,17635,17902,13430,11781,13716,12721,17635,17902,11781,13430,12721,13716,NA,NA
5163,2,AUGUST,1903,"Aberdeenshire",Callum,Smith,,B,20,"1 Stewart Cottages, Aberdeenshire",Iqra,Mcmillan,SCHOLAR,S,20,"10 Seafield Crescent, Highland",Richard,Smith,LABOURER,,Cicely,Wilson,,Liam,Mcmillan,STONE CUTTER,,Jessica,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,17943,17864,17943,17864,14532,13897,12976,12351,17943,17864,13897,14532,12351,12976,NA,NA
5164,11,JUNE,1903,"North Ayrshire",Alfred,Gillespie,SCHOLAR,B,17,"3 Cherry Drive, Girvan, South Ayrshire",Paige,Ramsay,SCHOLAR,S,18,"5 Birch Avenue, Southfield, Scottish Borders",James,Gillespie,LINEN WEAVER,,Katie,Little,,Joseph,Ramsay,MECHANIC FITTER,,Ebony,Begg,,SYNTHETIC DATA PRODUCED USING VALIPOP,18011,17904,18011,17904,13358,12833,13896,14631,18011,17904,12833,13358,14631,13896,NA,NA
5165,31,DECEMBER,1903,"Eden House Banff ",George,Wilson,COAL MINER,B,28,"2 Ceann An Ora, Na h-Eileanan Siar",Rachel,Potts,HOUSEMAID DOM SERV,S,20,"7 Lagrannoch Drive, Braeleny Farm, Stirling",Robert,Wilson,COTTON WEAVER,,Harriet,Keir,,Samuel,Potts,FISH MERCHANT,,Florence,Spiers,,SYNTHETIC DATA PRODUCED USING VALIPOP,16731,17958,16731,17958,12438,11653,14954,13865,16731,17958,11653,12438,13865,14954,NA,NA
5166,24,APRIL,1903,"Croc North Ayrshire",Rhys,Mckinlay,PRINTERS PRESSMAN,B,22,"3 Peter Howling Place, Anstruther Easter, Anstruther",Georgina,Currie,,S,18,"2 Priory Park, Braw Gates House, Selkirk",Matthew,Mckinlay,OUT DOOR LAB,,Hannah,Connelly,,James,Currie,AG LAB,,Aimee,Donald,,SYNTHETIC DATA PRODUCED USING VALIPOP,17349,17960,17349,17960,13716,12721,14958,14231,17349,17960,12721,13716,14231,14958,NA,NA
5167,22,JANUARY,1903,"Highland",Freddie,Beaton,JOINER JOURNEYMAN,B,27,"1 Harbour Terrace, Moray",Hafsa,Potts,SCHOLARS,S,19,"105 Glen Gardens, Braeleny Farm, Callander",Owen,Beaton,GROCER,,Chantal,Mackenzie,,Christopher,Potts,FARMER OF 4 ACRES,,Brooke,Rae,,SYNTHETIC DATA PRODUCED USING VALIPOP,16735,17938,16735,17938,12578,10733,14496,8831,16735,17938,10733,12578,8831,14496,NA,NA
5168,21,JULY,1903,"Southfield Scottish Borders",Oliver,Syme,NAIL MAKER,B,28,"3 Hamilton Terrace, Croc, North Ayrshire",Samantha,Wilson,SCHOLAR,S,20,"91 Carbost Hall Road, Highland",Shamar,Syme,CONFECTIONER,,Sophia,Macdonald,,David,Wilson,DEALER,,Jodie,Green,,SYNTHETIC DATA PRODUCED USING VALIPOP,16649,17924,16649,17924,13448,13619,14136,13697,16649,17924,13619,13448,13697,14136,NA,NA
5169,27,MARCH,1903,,Callum,Campbell,LITHOGRAPHIC PRINTER,B,27,"2 Brunton Park, Manse, Scottish Borders",Rachael,White,LAB IN MILL (COTTON),S,22,"2 Brunton Park, Manse, Scottish Borders",Niall,Campbell,HAWKER N K,,Lauren,Patterson,,Sheik,White,(AG) LABEROUR,,Amara,Wood,,SYNTHETIC DATA PRODUCED USING VALIPOP,17695,18316,17695,18316,15062,12993,14008,12747,17695,18316,12993,15062,12747,14008,NA,NA
