ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
12848,2984,,Abigail,Mcguire,24,DECEMBER,1844,,F,Josh,Mcguire,SEAMAN,Kimberley,Wilson,,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,12848,12848,9916,9435,12848,,9435,9916,3984,,,,,,,,NA
12852,2957,2957,Maliha,Browning,30,JANUARY,1844,"1 Montagu Street, Scottish Borders",F,Samuel,Browning,FLESHER (AP),Celine,Duncan,DAUR,2,JANUARY,1840,"Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,12852,12852,9964,10057,12852,2957,10057,9964,,,,,,,,,NA
12854,2986,2986,Lailah,Mcmillan,30,DECEMBER,1844,"10 Common Road, Cellardyke, Fife",F,Leon,Mcmillan,JOINER,Zara,Main,,5,MARCH,1843,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,12854,12854,9972,9843,12854,2986,9843,9972,3855,,,,,,,,NA
12856,2988,2988,Cerys,Christie,21,FEBRUARY,1844,"5 Calfward Park, Allanbank, Lauder",F,William,Christie,CARTER,Bethany,Garland,WINDER,15,MARCH,1841,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12856,12856,10030,10399,12856,2988,10399,10030,,,,,,,,,NA
12866,2945,2945,Emma,Breen,10,MARCH,1844,"5 Lauderdale Drive, Allanbank, Lauder",F,Brad,Breen,AG LABORER,Megan,Hobson,,27,OCTOBER,1839,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12866,12866,10192,8793,12866,2945,8793,10192,3885,,,,,,,,NA
12872,2996,2996,Chloe,Campbell,14,JULY,1844,"1 Aird Avenue, Dumfries and Galloway",F,Daniel,Campbell,TRAVELLER COML,Melissa,Clark,SCHOLAR,6,FEBRUARY,1844,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,12872,12872,10812,10073,12872,2996,10073,10812,3852,,,,,,,,NA
12802,2684,2684,Madison,Wood,18,JULY,1844,"117 Pipeland Road, Northbank Farm Steadings, St Andrews",F,Bradley,Wood,LABOURER SOAP WORK,Charlotte,Gibb,AG LAB,9,JANUARY,1833,"Northbank Farm Steadings St Andrews ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12802,12802,9132,8585,12802,2684,8585,9132,3711,,,,,,,,NA
12806,2860,2860,Danielle,Main,19,APRIL,1844,"1599 Castle Road, South Ayrshire",F,Connaire,Main,ENGINE KEEPER MILL,Emma,Ramsay,,29,JANUARY,1836,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12806,12806,9180,9245,12806,2860,9245,9180,3953,,,,,,,,NA
12816,2738,2738,Chloe,Paterson,22,JULY,1844,"7 The Croft, The Holmes, Scottish Borders",F,Jack,Paterson,AG LAB,Laura,Murray,SEAMAN'S WIFE,21,MARCH,1833,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,12816,12816,9314,9087,12816,2738,9087,9314,3713,,,,,,,,NA
12830,2980,2980,Sophie,Smith,14,JUNE,1844,"16 Glencraig Place, Croc, North Ayrshire",F,Kieran,Smith,,Kristina,Mccormick,,26,SEPTEMBER,1840,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12830,12830,9646,9831,12830,2980,9831,9646,3954,4181,,,,,,,NA
12836,2745,2745,Ashleigh,Kelman,12,AUGUST,1844,"8 Glencraig Place, Croc, North Ayrshire",F,Daniel,Kelman,HAMMERMAN,Sophie,Mcmillan,SEAMAN'S DAUR,8,MARCH,1835,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12836,12836,9764,9319,12836,2745,9319,9764,3884,,,,,,,,NA
12838,2816,2816,Chloe,Hawthorne,9,DECEMBER,1844,"1 St Andrews Terrace, Heatherknowe, Aberdeenshire",F,Ryan,Hawthorne,BOOT & SHOEMAKER,Jessica,Adamson,DRESSMAKER,15,OCTOBER,1833,"Heatherknowe Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12838,12838,9762,9081,12838,2816,9081,9762,3583,3987,,,,,,,NA
12842,2982,2982,Kim,Robb,28,DECEMBER,1844,"2 Marshal Keith Drive, Waterside, Aberdeenshire",F,Callum,Robb,COTTON WEAVER,Chloe,Macphail,FARMERS DAUR,5,JULY,1846,,,SYNTHETIC DATA PRODUCED USING VALIPOP,12842,12842,9874,9739,12842,2982,9739,9874,3710,4219,,,,,,,NA
12844,2903,2903,Lucy,Mcnab,24,JANUARY,1844,"571 Rathad an Duin, Na h-Eileanan Siar",F,Matthew,Mcnab,COAL MINER,Florence,Cochrane,POWER LOOM WEAVER,8,DECEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,12844,12844,9830,8927,12844,2903,8927,9830,3854,,,,,,,,NA
12850,2959,2959,Jessica,Johnson,29,FEBRUARY,1844,"9 Priory Crescent, Warddykes, Arbroath",F,Bryce,Johnson,CLERK IN THEATRE ROYAL,Lauren,Fullarton,WOLLEN FACTORY TWISTER,1,AUGUST,1839,"Warddykes Arbroath ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12850,12850,9980,9535,12850,2959,9535,9980,3849,,,,,,,,NA
12858,2990,2990,Chloe,Innes,18,MAY,1844,"2 Thistle Lane, Northbank Farm Steadings, St Andrews",F,Kasey,Innes,BAKER,Shannon,Mclaren,AG LAB,12,OCTOBER,1840,"Northbank Farm Steadings St Andrews ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12858,12858,10102,10035,12858,2990,10035,10102,3783,,,,,,,,NA
12862,2909,2909,Rebecca,Tariq,27,MARCH,1844,"11 Hamilton Terrace, Croc, North Ayrshire",F,Mark,Tariq,PLOUGHMAN,Sophie,Dalgarno,GENERAL SERV,24,NOVEMBER,1837,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12862,12862,10050,7643,12862,2909,7643,10050,3914,,,,,,,,NA
12864,2944,2944,Jessica,Robertson,10,JULY,1844,"26 St Molios Park, Croc, North Ayrshire",F,Nassim,Robertson,POWER LOOM OILER,Lily,O'connor,DOMESTIC SERVANT,8,DECEMBER,1838,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12864,12864,10194,9613,12864,2944,9613,10194,3784,,,,,,,,NA
12868,2993,2993,Monika,Wilson,25,DECEMBER,1844,"199 Mill Lane, Aberdeenshire",F,Aston,Wilson,IRON STONE MINER,Sarah,Clark,,16,SEPTEMBER,1840,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12868,12868,10382,8787,12868,2993,8787,10382,3712,,,,,,,,NA
12870,2967,2967,Zoe,White,1,JUNE,1844,"42 Chalmers Court, Three Bridges, Inveraray",F,Jacob,White,COAL MINER,Isabel,Gibb,DRESS MAKER,18,NOVEMBER,1842,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12870,12870,10346,10687,12870,2967,10687,10346,3847,,,,,,,,NA
12794,2796,2796,Beth,Green,23,APRIL,1844,"5 St Molios Park, Croc, North Ayrshire",F,Huseyin,Green,COAL MERCHANT COY EMPLOYING 5 MEN & 3 BOYS,Hannah,Smith,MUSLIN SEWER,22,APRIL,1834,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12794,12794,8920,8403,12794,2796,8403,8920,3856,4097,4399,,,,,,NA
12800,2654,2654,Jennifer,Reid,28,APRIL,1844,"10 Glencraig Place, Croc, North Ayrshire",F,Harvey,Reid,CABINET MAKER,Catherine,Smith,COTTON WEAVER,7,JUNE,1832,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12800,12800,9010,8595,12800,2654,8595,9010,3853,,,,,,,,NA
12824,2664,2664,Hannah,Patterson,24,APRIL,1844,"2 Lochandhu Road, Argyll and Bute",F,Nathan,Patterson,RAILWAY POINTSMAN,Chloe,Mclaren,,2,NOVEMBER,1833,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,12824,12824,9444,6729,12824,2664,6729,9444,3955,,,,,,,,NA
12818,2739,2739,Jennifer,Young,12,JULY,1844,"7 Athol Court, Scaurs, Jedburgh",F,Liam,Young,COAL MINER,Shannon,Aitken,GREEN GROCER,19,SEPTEMBER,1833,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12818,12818,9316,9339,12818,2739,9339,9316,3848,,,,,,,,NA
12822,2687,2687,Amy,Petrie,30,NOVEMBER,1844,"1 Lindsay Gardens, Riccarton, East Ayrshire",F,Connor,Petrie,AG LAB,Sally,Broadfoot,MILLER'S WIFE,16,JANUARY,1830,"Riccarton East Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12822,12822,9310,8507,12822,2687,8507,9310,3582,3741,,,,,,,NA
12832,2665,2665,Rebecca,Aitken,19,NOVEMBER,1844,"3 Cherry Bank, Southfield, Scottish Borders",F,Kyle,Aitken,IRONSTONE MINER,Ellie,Mckillop,,5,NOVEMBER,1832,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,12832,12832,9638,9205,12832,2665,9205,9638,3709,4295,,,,,,,NA
12796,2766,2766,Aisha,Webster,7,OCTOBER,1844,"7 Bail Ur, Highland",F,Thomas,Webster,PLOUGHMAN,Molly,Keir,COTTON PICKER,26,OCTOBER,1834,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,12796,12796,9014,8921,12796,2766,8921,9014,3581,3786,,,,,,,NA
12928,2573,2573,Sophie,Bull,8,NOVEMBER,1845,"28 Lowther View, South Lanarkshire",F,Tyler,Bull,IRON MINER,Ella,Robinson,STOCKING KNITTER,25,MARCH,1828,"South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12928,12928,9246,8713,12928,2573,8713,9246,,,,,,,,,NA
12930,3008,3008,Lily,Howie,30,OCTOBER,1845,"1 Selkirk Place, Upper Achintore, Fort William",F,James,Howie,LABOURER IN BOAT YARD,Holly,Macphail,,17,MARCH,1845,"Upper Achintore Fort William ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12930,12930,9170,9351,12930,3008,9351,9170,,,,,,,,,NA
12938,2744,2744,Mary,Watson,12,AUGUST,1845,"7 Kilrenny Lea, Cellardyke, Fife",F,Juned,Watson,RAILWAY PORTER,Michelle,Hay,FARMERS DAUGHTER,1,DECEMBER,1833,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,12938,12938,9338,8533,12938,2744,8533,9338,,,,,,,,,NA
12940,2740,2740,Chloe,Anderson,3,JUNE,1845,"5 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",F,Dominic,Anderson,AG LAB,Katherine,Aitchison,,3,FEBRUARY,1832,"Buailledubh Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,12940,12940,9348,9413,12940,2740,9413,9348,,,,,,,,,NA
12942,2718,2718,Chelsea,Hogg,20,MAY,1845,"9 The Green, Swinton Dene, Scottish Borders",F,Thomas,Hogg,IRONMONGER & TINSMITH (EMPLOYS 2 MEN & 4 BOYS),Georgia,Johnstone,(TAVERN) INN KEEPER,13,MAY,1831,"Swinton Dene Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,12942,12942,9422,9415,12942,2718,9415,9422,,,,,,,,,NA
12944,2777,2777,Luisa,Broadfoot,22,MAY,1845,"6 Clanranald Terrace, Highland",F,Orlando,Broadfoot,WOOLLEN WEAVER,Kellie,Donaghy,LANDRESS,15,MAY,1834,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,12944,12944,9442,9007,12944,2777,9007,9442,,,,,,,,,NA
12946,3015,3015,Katie,Fullarton,10,OCTOBER,1845,"257 Golf Course Road, Girvan, South Ayrshire",F,Charlie,Fullarton,WIRE FENCER,Llinos,Mullen,,18,JUNE,1841,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12946,12946,9536,8833,12946,3015,8833,9536,,,,,,,,,NA
12952,2721,2721,Narissa,Mcgarva,2,JULY,1845,"1 Old Bridge End, Scaurs, Jedburgh",F,Christopher,Mcgarva,WORKER IN WOOLEN MILL,Aysha,Gowans,,7,OCTOBER,1833,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12952,12952,9540,9559,12952,2721,9559,9540,,,,,,,,,NA
12954,3017,3017,Courtney,Hobson,17,APRIL,1845,"1 St Michaels Place, Aberdeenshire",F,Luke,Hobson,BLACKSMITH,Chelsea,Hassan,FARM SERVANT,8,MAY,1844,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12954,12954,9534,7743,12954,3017,7743,9534,,,,,,,,,NA
12956,3019,3019,Kimberley,Wilson,1,FEBRUARY,1845,"7 Old Bridge End, Scaurs, Jedburgh",F,Vinay,Wilson,ENGIN WORKER,Laura,Syme,DOMESTIC SERVANT,4,APRIL,1841,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12956,12956,9766,9489,12956,3019,9489,9766,,,,,,,,,NA
12958,2667,2667,Lesley,Aitchison,8,AUGUST,1845,"2 Turin Way, Aberdeenshire",F,Lewis,Aitchison,MACHINEST,Juliette,Mcguire,DOMESTIC SERVANT,24,FEBRUARY,1840,,,SYNTHETIC DATA PRODUCED USING VALIPOP,12958,12958,9696,8619,12958,2667,8619,9696,,,,,,,,,NA
12982,3031,3031,Lydia,O'donnell,23,OCTOBER,1845,"734 Golf Course Road, Girvan, South Ayrshire",F,Charlie,O'donnell,JOINER,Lucinda,Mcgarva,,16,NOVEMBER,1842,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12982,12982,10028,9983,12982,3031,9983,10028,,,,,,,,,NA
12996,3037,3037,Bethany,Mccormick,10,MARCH,1845,"8 Orchard Park, Lessudden House, Scottish Borders",F,Samuel,Mccormick,ENGINEER (FITTER),Leana,Mcguire,,10,AUGUST,1842,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,12996,12996,10368,9979,12996,3037,9979,10368,,,,,,,,,NA
13000,3039,3039,Scarlett,Brown,29,JANUARY,1845,"1 Jean Lawrie Court, Lessudden House, Scottish Borders",F,Hamish,Brown,SHOP KEEPER DRAPER,Sarah,Currie,FARMER DAUGHTER,29,MARCH,1842,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13000,13000,10450,9863,13000,3039,9863,10450,,,,,,,,,NA
13006,3042,3042,Libby,O'connor,16,DECEMBER,1845,"10 Cowden Road, Perth and Kinross",F,Jordan,O'connor,WAREHOUSE HOSIERY,Paige,Beaton,SCHOLAR,27,APRIL,1842,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,13006,13006,10640,10425,13006,3042,10425,10640,4620,,,,,,,,NA
12960,2668,2668,Katie,Hutcheson,30,JANUARY,1845,"1 Bridgegate, Kingsmuir, Peebles",F,Imran,Hutcheson,MATE,Jodie,Jordan,NO PROFESSION,3,FEBRUARY,1834,,,SYNTHETIC DATA PRODUCED USING VALIPOP,12960,12960,9722,8401,12960,2668,8401,9722,4329,,,,,,,,NA
12962,2932,2932,Kristie,Hogg,13,JANUARY,1845,"7 Ceann An Ora, Na h-Eileanan Siar",F,Jamie,Hogg,MINER,Samantha,Patterson,FARMERS SISTER,6,DECEMBER,1839,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,12962,12962,9758,9409,12962,2932,9409,9758,4029,,,,,,,,NA
12986,2987,2987,Caitlin,Gowans,16,JUNE,1845,"12 Hamilton Terrace, Croc, North Ayrshire",F,Elliott,Gowans,GROOM,Kate,Mcmillan,TABLE MAID,27,DECEMBER,1841,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12986,12986,10070,10421,12986,2987,10421,10070,4065,,,,,,,,NA
12988,2844,2844,Kate,Mclachlan,30,AUGUST,1845,"1 Ailsa Crescent, Stranraer, Dumfries and Galloway",F,Grant,Mclachlan,DRUGGIST (AP),Lucy,Smith,,25,DECEMBER,1836,"Stranraer Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,12988,12988,10078,9725,12988,2844,9725,10078,4400,,,,,,,,NA
12990,2945,2945,Aaliyah,Breen,9,NOVEMBER,1845,"5 Lauderdale Drive, Allanbank, Lauder",F,Brad,Breen,AG LABORER,Megan,Hobson,,27,OCTOBER,1839,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12990,12990,10192,8793,12990,2945,8793,10192,3916,4255,,,,,,,NA
13008,2969,2969,Chelsea,Brown,26,FEBRUARY,1845,"3 Waid Terrace, Anstruther Easter, Anstruther",F,Daniel,Brown,ENGINE SMITH,Yuri,Middleton,SCHOLAR,12,JANUARY,1844,,,SYNTHETIC DATA PRODUCED USING VALIPOP,13008,13008,10816,9649,13008,2969,9649,10816,4063,,,,,,,,NA
12968,3022,,Abi,Mclaren,14,DECEMBER,1845,,F,Kieran,Mclaren,PLUMBER,Emily,Brown,DOMESTIC SERVANT,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,12968,12968,9988,9543,12968,,9543,9988,3788,,,,,,,,NA
12994,3035,3035,Shanice,Mclaren,31,DECEMBER,1845,"1 Ash Grove, Timmergreens, Angus",F,Paul,Mclaren,SHAWL WEAVER,Ellena,Mcmillan,BOOK KEEPER'S WIFE,15,AUGUST,1842,"Timmergreens Angus",,SYNTHETIC DATA PRODUCED USING VALIPOP,12994,12994,10406,10279,12994,3035,10279,10406,3789,,,,,,,,NA
12948,2895,2895,Lydia,Hart,27,AUGUST,1845,"1 Woodcot Gardens, Auld Toon, Stonehaven",F,Jediah,Hart,BLACK SMITH,Emily,Wilson,DOMESTIC SERV,21,SEPTEMBER,1837,"Auld Toon Stonehaven ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12948,12948,9502,9485,12948,2895,9485,9502,4064,,,,,,,,NA
12970,2958,2958,Jessica,Smith,4,DECEMBER,1845,"1 Paterson Gardens, West End, Scottish Borders",F,Jevon,Smith,ARCHITECT,Cecily,Mcshane,DOMESTIC SERV,19,OCTOBER,1844,,,SYNTHETIC DATA PRODUCED USING VALIPOP,12970,12970,9924,10299,12970,2958,10299,9924,3917,,,,,,,,NA
12980,3029,3029,Tracey,Patterson,31,DECEMBER,1845,"4 Priory Park, Braw Gates House, Selkirk",F,Cameron,Patterson,PRINTER PRESS MAN,Margaret,Brown,DOMESTIC SERVANT,4,OCTOBER,1842,"Braw Gates House Selkirk ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12980,12980,10094,10207,12980,3029,10207,10094,4030,,,,,,,,NA
12998,3038,3038,Jessica,Wilson,17,MARCH,1845,"1 Pearce Avenue, South Ayrshire",F,James,Wilson,FISHERMAN,Monique,Campbell,PIT HEAD LAB,24,AUGUST,1842,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12998,12998,10494,9741,12998,3038,9741,10494,3790,,,,,,,,NA
12978,3027,3027,Lauren,Leishman,14,MAY,1845,"2 Woodcot Gardens, Auld Toon, Stonehaven",F,Marcus,Leishman,CLERK INLAND REVENUE,Shannon,Clark,DYE WORKER,11,DECEMBER,1842,"Auld Toon Stonehaven ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12978,12978,10034,10397,12978,3027,10397,10034,3787,,,,,,,,NA
12984,3033,3033,Arrianne,Johnson,15,SEPTEMBER,1845,"21 Monamore Place, Croc, North Ayrshire",F,Thomas,Johnson,RAILWAY GUARD,Marlene,Macdonald,,20,JUNE,1841,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12984,12984,10058,9231,12984,3033,9231,10058,3886,4098,,,,,,,NA
12992,2964,2964,Charlotte,Macdonald,6,OCTOBER,1845,"9 Cowden Road, Perth and Kinross",F,George,Macdonald,HAWKER (HARDWARE),Alicia,Donald,POWER LOOM WEAVER COTTON,26,NOVEMBER,1841,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,12992,12992,10208,9745,12992,2964,9745,10208,3888,,,,,,,,NA
12932,3010,3010,Lucy,Mcshane,3,FEBRUARY,1845,"3 Steele Croft Road, Highland",F,Michael,Mcshane,,Charlotte,Smith,SILK & COTTON WEAVER,3,NOVEMBER,1842,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,12932,12932,9290,9953,12932,3010,9953,9290,3816,,,,,,,,NA
12964,2746,2746,Molly,Macphail,4,FEBRUARY,1845,"6 Castle Road, Genoch Farm, South Ayrshire",F,Joshua,Macphail,PORTER,Hayleigh,Mackenzie,WORKER IN PRINT FIELD,1,NOVEMBER,1833,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12964,12964,9718,8341,12964,2746,8341,9718,3791,,,,,,,,NA
12974,2959,2959,Danielle,Johnson,22,OCTOBER,1845,"9 Priory Crescent, Warddykes, Arbroath",F,Bryce,Johnson,CLERK IN THEATRE ROYAL,Lauren,Fullarton,WOLLEN FACTORY TWISTER,1,AUGUST,1839,"Warddykes Arbroath ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12974,12974,9980,9535,12974,2959,9535,9980,3887,4542,,,,,,,NA
12972,2878,2878,Chelsea,Currie,2,JANUARY,1845,"5 Dail a' Chladaich, Highland",F,Benjamin,Currie,STOCK TAKER,Ibukunoluwa,Main,PROPRIETOR DAU,4,SEPTEMBER,1837,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,12972,12972,9950,9101,12972,2878,9101,9950,3817,,,,,,,,NA
13002,2911,2911,Victoria,Mclaren,25,JANUARY,1845,"8 Hartrigge Crescent, Scaurs, Scottish Borders",F,Bradley,Mclaren,SOLDIER SERV,Jemma,Mclean,POWER LOOM WEAVER,23,MARCH,1841,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13002,13002,10474,9877,13002,2911,9877,10474,3714,,,,,,,,NA
12926,2799,2799,Fahima,Petrie,3,APRIL,1845,"4 Lagrannoch Drive, Braeleny Farm, Stirling",F,Zachary,Petrie,AGRI LABOURER,Elizabeth,Connelly,,9,OCTOBER,1835,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,12926,12926,9228,9019,12926,2799,9019,9228,3658,4363,,,,,,,NA
12934,2832,2832,Margaux,Clow,30,MAY,1845,"10 Hillside Terrace, Croc, North Ayrshire",F,Elliott,Clow,LABBOURER,Dayna,Campbell,,19,FEBRUARY,1837,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,12934,12934,9282,8617,12934,2832,8617,9282,3623,3988,4099,4256,,,,,NA
12936,3013,3013,Jessica,Macphail,13,OCTOBER,1845,"3 The Croft, The Holmes, Scottish Borders",F,Alexander,Macphail,FARM LAB,Bethan,Gibb,DRESSMAKER,1,JULY,1845,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,12936,12936,9332,8947,12936,3013,8947,9332,3656,,,,,,,,NA
13004,2881,2881,Charlotte,Leishman,25,NOVEMBER,1845,"1 Hamilton Place, The Holmes, Scottish Borders",F,John,Leishman,FARMER'S SON,Jade,Dalgarno,FARM SERV,3,JUNE,1840,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13004,13004,10508,10085,13004,2881,10085,10508,3743,,,,,,,,NA
12950,2869,2869,Amy,Macphail,17,NOVEMBER,1845,"1 Calfward Park, Allanbank, Lauder",F,Bradley,Macphail,FARMER SON,Alison,Innes,GENERAL SERVANT,4,APRIL,1838,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,12950,12950,9510,9839,12950,2869,9839,9510,3624,,,,,,,,NA
12966,2874,2874,Georgia,Kerr,27,OCTOBER,1845,"2 Glen Finglas Road, Stirling",F,Martell,Kerr,APPRENTICE JOINER,Heather,Hay,DOMESTIC SERVANT,24,MARCH,1839,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,12966,12966,9862,9755,12966,2874,9755,9862,3657,,,,,,,,NA
12976,3025,3025,Jessica,Smith,21,JULY,1845,"3 St Michaels Road, Heatherknowe, Aberdeenshire",F,Conor,Smith,GENERAL LABOURER,Beth,Middleton,DRESSMAKER,6,JANUARY,1846,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,12976,12976,9974,9327,12976,3025,9327,9974,3742,,,,,,,,NA
13034,2889,2889,Charlotte,Watson,5,JULY,1846,"133 Smith Way, Dumfries and Galloway",F,Hugh,Watson,IRON HEATER,Sabah,Wilson,DAIRY MAID,5,NOVEMBER,1841,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,13034,13034,9012,9009,13034,2889,9009,9012,,,,,,,,,NA
13036,2734,2734,Tessa,Smith,30,JANUARY,1846,"6 School Park, Highland",F,Aaron,Smith,STATIONERS ASSISTANT,Holly,Fell,,14,FEBRUARY,1832,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,13036,13036,9094,9521,13036,2734,9521,9094,,,,,,,,,NA
13038,2918,2918,Jessica,Mcguire,30,MAY,1846,"42 Gordon Brown Place, Highland",F,Benjamin,Mcguire,PLOUGHMAN,Beth,Robinson,,18,APRIL,1840,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,13038,13038,9092,8677,13038,2918,8677,9092,,,,,,,,,NA
13040,3045,3045,Jemma,Fell,9,JULY,1846,"6 Cherry Bank, Southfield, Scottish Borders",F,Cameron,Fell,POWDER MAKER,Kate,Jordan,GENERAL SERV,16,APRIL,1845,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,13040,13040,9104,8147,13040,3045,8147,9104,,,,,,,,,NA
13042,2769,2769,Hannah,Hay,10,AUGUST,1846,"1 Fulshaw Court, Heathfield, Prestwick",F,Robert,Hay,FARMER'S SON,Chloe,Gibb,MANNERS WIFE,28,APRIL,1834,"Heathfield Prestwick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13042,13042,9226,9749,13042,2769,9749,9226,,,,,,,,,NA
13050,2662,2662,Madison,Mcmillan,21,NOVEMBER,1846,"1 Barn Brae, Three Bridges, Inveraray",F,Miles,Mcmillan,CABINET MAKER,Rebecca,Cameron,IRON MOULDER WIFE,30,DECEMBER,1830,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,13050,13050,9218,7935,13050,2662,7935,9218,,,,,,,,,NA
13052,3048,3048,Tara,Burns,8,MAY,1846,"8 Kilrenny Lea, Cellardyke, Fife",F,Gareth,Burns,AP,Robyn,Haig,,2,MARCH,1843,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,13052,13052,9308,9647,13052,3048,9647,9308,,,,,,,,,NA
