ID,forename(s) of deceased,surname of deceased,occupation,marital status,sex,name of spouse,spouse's occ,day,month,year,address,age at death,father's forename,father's surname,father's occupation,if father deceased,mother's forename,mother's maiden surname,mother's occupation,if mother deceased,death code A,death code B,death code C,notes1,Birth,mar,DECEASED_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,SPOUSE_IDENTITY,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,SPOUSE_MARRIAGE_RECORD_IDENTITY,SPOUSE_BIRTH_RECORD_IDENTITY,IMMIGRANT_GENERATION
15522,Penelope,Logan,OWNER OF HERITABLE PROPERTY,W,F,Nathan Smith,MASON,8,DECEMBER,1950,"141 Cove Gardens, Cove Bay, Aberdeen City",86,George,Logan,,D,Francesca,Campbell,,D,R54.03,54.05,,SYNTHETIC DATA PRODUCED USING VALIPOP,15522,4606,15522,12448,10309,15331,15522,3676,10309,12448,4606,15331,NA
15444,Danielle,Fraser,FARMERS MOTHER,W,F,Jimmy Neill,RETIRED FARMER,25,NOVEMBER,1950,"1 Fonab Crescent, Westhaugh of Dalshian, Pitlochry",85,John,Fraser,,D,Gabrielle,Logan,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15444,4533,15444,11188,10363,14253,15444,3237,10363,11188,4533,14253,NA
15486,Nancy,Hawthorne,SERV,W,F,Aaron Mcgarva,BOOK CANVASER,15,SEPTEMBER,1950,"4 Knockhall Road, Aberdeenshire",85,Matthew,Hawthorne,,D,Natasha,Smith,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15486,4497,15486,11858,11641,15357,15486,3471,11641,11858,4497,15357,NA
15448,Gemma,Little,,W,F,Theo Doig,SUPERANNUATED P C O CUSTOMS,3,MAY,1951,"15 Cherry Bank, Southfield, Scottish Borders",86,Lewis,Little,,D,Jennifer,Hawthorne,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15448,4532,15448,11298,10491,14159,15448,3136,10491,11298,4532,14159,NA
15454,Chelsea,Fell,PAUPER,W,F,Macauley Burns,SURGEON L F P S GLASGOW GENERAL PRACTITIONER,18,JUNE,1951,"2 Milfield Gardens, Scaurs, Jedburgh",87,Liam,Fell,,D,Carly,Mcmillan,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15454,4982,15454,11420,11295,14147,15454,3303,11295,11420,4982,14147,NA
15524,Natalia,Reid,,W,F,Jordon Sinclair,SHOE MAKER,14,SEPTEMBER,1951,"3 Smiddy Park, Aberdeenshire",86,Joshua,Reid,,D,Sarah,Fullarton,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15524,4636,15524,12482,11995,14763,15524,3622,11995,12482,4636,14763,NA
15480,Katrina,Green,KNITTER (PAUPER),W,F,Edwyn Reid,LABOURER,25,SEPTEMBER,1951,"1 Macfarlane Drive, Larachpark, Argyll and Bute",86,Matthew,Green,,D,Elisha,Jordan,,D,R54.05,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,15480,4534,15480,11730,11527,15769,15480,3539,11527,11730,4534,15769,NA
15492,Ruth,Sinclair,PAUPER,W,F,Charlie Clifford,FARMER,28,MAY,1951,"1 Portnacreich Road, Highland",86,Thomas,Sinclair,,D,Roxanne,Bull,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15492,4498,15492,12014,10193,15067,15492,3670,10193,12014,4498,15067,NA
15468,Sakina,Buchan,,W,F,Andrew Kelman,PATERN DESIGNER SEWED MUSLIN,12,FEBRUARY,1955,"16 Monamore Place, Croc, North Ayrshire",90,Sam,Buchan,,D,Lauryn,Burns,,D,R54.05,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,15468,4603,15468,11636,11399,15905,15468,3433,11399,11636,4603,15905,NA
15520,Katie,Logan,PIRN WINDER,W,F,Jack White,GENERAL LABOURER,4,JANUARY,1956,"4 Prestonfield Road, Annan, Dumfries and Galloway",91,Alister,Logan,,D,Catherine,Gillespie,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15520,4496,15520,12426,11287,16321,15520,3674,11287,12426,4496,16321,NA
15532,Chetna,Mcgarva,,S,F,,,21,MAY,1866,"1 Old Bridge End, Scaurs, Jedburgh",0,Christopher,Mcgarva,,,Aysha,Gowans,,,A09.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15532,,15532,9540,9559,,15532,2721,9559,9540,,,NA
15534,Natasha,Johnson,DAUR,S,F,,,15,SEPTEMBER,1866,"21 Monamore Place, Croc, North Ayrshire",0,Thomas,Johnson,,,Marlene,Macdonald,,,Y34.07,J81.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,15534,,15534,10058,9231,,15534,3033,9231,10058,,,NA
15536,Nadia,Mcmillan,,S,F,,,30,JULY,1866,"3 Cora Linn Court, North Ayrshire",1,Marcus,Mcmillan,,,Freyja,Robb,,,A09.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15536,,15536,10262,10647,,15536,3585,10647,10262,,,NA
15538,Simran,O'donnell,,S,F,,,29,APRIL,1866,"2 Birch Avenue, Southfield, Scottish Borders",0,Jordan,O'donnell,,,Georgia,White,,,A09.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15538,,15538,10318,10209,,15538,3123,10209,10318,,,NA
15540,Lucy,Mclaren,,S,F,,,18,FEBRUARY,1866,"1 Ash Grove, Timmergreens, Angus",0,Paul,Mclaren,,,Ellena,Mcmillan,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15540,,15540,10406,10279,,15540,3035,10279,10406,,,NA
15542,Katie,Webb,,S,F,,,11,APRIL,1868,"1 Mearns Drive, Glenury, Stonehaven",2,Jake,Webb,,,Sophie,Hawthorne,,,J05.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15542,,15542,10422,8411,,15542,3326,8411,10422,,,NA
15544,Alice,Fullarton,,S,F,,,17,MAY,1868,"114 Pipeland Road, Northbank Farm Steadings, St Andrews",2,Marcus,Fullarton,,,Mari,Syme,,,B05.90,J20.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,15544,,15544,10610,10819,,15544,3189,10819,10610,,,NA
15546,Jessica,Paterson,,S,F,,,22,MARCH,1868,"82 Glebe Park, Highland",2,Aiden,Paterson,,,Hannah,Patterson,,,A18.33,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15546,,15546,10618,10361,,15546,3124,10361,10618,,,NA
15548,Laura,Main,,S,F,,,28,JUNE,1868,"1 Mid Lane, Perth and Kinross",2,Jack,Main,,,Aimee,Bell,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15548,,15548,10736,10071,,15548,3255,10071,10736,,,NA
15550,Lauren,Green,,S,F,,,22,AUGUST,1869,"1 Gordon Brown Place, Highland",3,Jake,Green,,,Lauren,Smith,,,A38.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15550,,15550,10742,10527,,15550,3103,10527,10742,,,NA
15552,Hayley,Browning,,S,F,,,31,DECEMBER,1869,"2 Slains Court, Clerkhill, Peterhead",4,Joshua,Browning,,,Connie,Innes,,,A38.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15552,,15552,10714,10699,,15552,3253,10699,10714,,,NA
15554,Grace,Clow,,S,F,,,12,NOVEMBER,1869,"15 St Molios Park, Croc, North Ayrshire",4,Felix,Clow,,,Tabitha,Cooney,,,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15554,,15554,10808,11113,,15554,3684,11113,10808,,,NA
15556,Natasha,Mcclure,,S,F,,,25,FEBRUARY,1869,"2 Tom Stewart Lane, Northbank Farm Steadings, St Andrews",3,Shakeal,Mcclure,,,Payal,Brown,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15556,,15556,10950,11065,,15556,3353,11065,10950,,,NA
15558,Jasmine,Mclaren,,S,F,,,8,MARCH,1869,"28 Monamore Place, Croc, North Ayrshire",3,Ryan,Mclaren,,,Shannon,Stewart,,,B05.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15558,,15558,10958,10813,,15558,3352,10813,10958,,,NA
15560,Miriam,Martin,,S,F,,,26,JANUARY,1870,"6 Dales View Drive, Meethill, Peterhead",4,Jack,Martin,,,Holly,Macdonald,,,A38.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15560,,15560,10968,10381,,15560,3388,10381,10968,,,NA
15562,Laura,Anderson,,S,F,,,21,JUNE,1871,"24 Monamore Place, Croc, North Ayrshire",5,Lewis,Anderson,,D,Sally,Penman,,,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15562,,15562,10972,9013,,15562,3198,9013,10972,,,NA
15564,Samantha,Stewart,,S,F,,,9,JUNE,1886,"10 Kilrenny Lea, Cellardyke, Fife",21,Adam,Stewart,,,Emily,Mcfarlane,,,G93.81,A01.00,,SYNTHETIC DATA PRODUCED USING VALIPOP,15564,,15564,11056,11115,,15564,3423,11115,11056,,,NA
15566,Saskia,Main,,S,F,,,12,MARCH,1886,"2 Fank Brae, Highland",20,Joshua,Main,,,Alice,Beck,,,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15566,,15566,11170,10987,,15566,3337,10987,11170,,,NA
15568,Bethany,Davies,,S,F,,,27,MARCH,1886,"11 Athol Court, Scaurs, Jedburgh",20,Michael,Davies,,,Rosanna,Smith,,,G95.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15568,,15568,11136,10741,,15568,3500,10741,11136,,,NA
15570,Billie,Mccormick,SCHOLAR,S,F,,,24,JANUARY,1886,"2 Greenhead Street, South Ayrshire",20,Scott,Mccormick,,D,Liana,Doig,,,R80.01,R60.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,15570,,15570,11176,10371,,15570,3367,10371,11176,,,NA
15572,Elizabeth,Smith,,S,F,,,6,DECEMBER,1903,"13 Hamilton Terrace, Croc, North Ayrshire",37,Edward,Smith,,D,Laura,Bell,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15572,,15572,11192,10173,,15572,3110,10173,11192,,,NA
15576,Sophie,Smith,SHEPHERDS WIFE,S,F,,,16,SEPTEMBER,1903,"44 Gordon Brown Place, Highland",37,George,Smith,,D,Ashia,Robinson,,D,A16.93,R53.07,,SYNTHETIC DATA PRODUCED USING VALIPOP,15576,,15576,11288,10973,,15576,3595,10973,11288,,,NA
15580,Amber,Smith,,S,F,,,27,DECEMBER,1915,"4 Greenside Park, The Holmes, Scottish Borders",50,Joel,Smith,,D,Gabrielle,Lyon,,D,R54.05,R53.03,J20.91,SYNTHETIC DATA PRODUCED USING VALIPOP,15580,,15580,11408,12125,,15580,3686,12125,11408,,,NA
15586,Liberty,Sutherland,DRESSMAKER,S,F,,,23,OCTOBER,1919,"2 Clanranald Terrace, Highland",54,Oscar,Sutherland,,D,Vanessa,Murray,,D,K62.40,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15586,,15586,11424,10961,,15586,3370,10961,11424,,,NA
15588,Kate,Mcdonald,,S,F,,,30,AUGUST,1919,"3 Ladylands Drive, Glenburn Hall, Jedburgh",54,Luke,Mcdonald,,D,Kathryn,Wood,,D,Y12.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15588,,15588,11384,10485,,15588,3305,10485,11384,,,NA
15594,Megan,Fell,DOMESTIC SERVANT,S,F,,,9,MAY,1920,"7 Knockhall Road, Aberdeenshire",54,Joshua,Fell,,D,Mollie,Buchan,,D,A16.96,I64.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,15594,,15594,11500,11787,,15594,3464,11787,11500,,,NA
15596,Chloe,Lyon,BOOT BINDER,S,F,,,3,FEBRUARY,1920,"4 Common Road, Cellardyke, Fife",55,Ishmail,Lyon,,D,Layla,Ross,,D,K74.60,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15596,,15596,11562,12457,,15596,3598,12457,11562,,,NA
15598,Lily,Paterson,DOMESTIC SERVANT,S,F,,,15,AUGUST,1923,"10 Dail a' Chladaich, Highland",57,Joseph,Paterson,,D,Kelsey,Aitchison,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15598,,15598,11544,12473,,15598,3461,12473,11544,,,NA
15600,Tanya,Wales,,S,F,,,27,JULY,1923,"1 Tweedie Terrace, Annan, Dumfries and Galloway",58,Samuel,Wales,,D,Faye,Syme,,D,B54.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15600,,15600,11630,11317,,15600,3689,11317,11630,,,NA
15602,Chloe,Anderson,,S,F,,,13,SEPTEMBER,1927,"21 Glencraig Place, Croc, North Ayrshire",62,Liam,Anderson,,D,Georgia,Beaton,,D,K65.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15602,,15602,11610,11099,,15602,3534,11099,11610,,,NA
15604,Emily,Keir,PROPRIETOR'S WIFE,S,F,,,21,DECEMBER,1927,"16 The Croft, The Holmes, Scottish Borders",62,Pritesh,Keir,,D,Chloe,Ramsay,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15604,,15604,11644,11331,,15604,3372,11331,11644,,,NA
15606,Abigail,Mcguire,,S,F,,,30,OCTOBER,1927,"42 Burnside Way, Aberdeenshire",61,Joshua,Mcguire,,D,Charlotte,Main,,D,R22.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15606,,15606,11660,11209,,15606,3241,11209,11660,,,NA
15610,Emilia,Logan,FORMERLY SERV,S,F,,,31,OCTOBER,1928,"59 Ard Struan Road, Highland",62,Joshua,Logan,,D,Holly,Laing,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15610,,15610,11880,10631,,15610,3504,10631,11880,,,NA
15612,Hannah,Keir,AGRICULTURAL LABOURER,S,F,,,5,APRIL,1928,"3 Priory Crescent, Warddykes, Arbroath",62,Fergus,Keir,,D,Alexandra,Amos,,D,I51.90,G93.83,,SYNTHETIC DATA PRODUCED USING VALIPOP,15612,,15612,11908,11523,,15612,3470,11523,11908,,,NA
15616,Katie,Rae,FARMER'S WIFE,S,F,,,8,AUGUST,1928,"1 Ivy Cottage Road, Ham, Caithness",62,Dylan,Rae,,D,Melissa,Amos,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15616,,15616,12026,12499,,15616,3690,12499,12026,,,NA
15622,Francine,Macphail,,S,F,,,27,MARCH,1928,"4 Quoybrae, Orkney Islands",62,Pierre,Macphail,,D,Sofia,Clifford,,D,J20.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15622,,15622,12094,11775,,15622,3694,11775,12094,,,NA
15624,Martha,Logan,CARRIERS WIDOW,S,F,,,3,AUGUST,1930,"3 Jean Lawrie Court, Lessudden House, Scottish Borders",65,David,Logan,,D,Aimee,Wood,,D,C16.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15624,,15624,12120,11497,,15624,3482,11497,12120,,,NA
15626,Clara,Burns,,S,F,,,15,JANUARY,1933,"3 Fank Brae, Highland",67,Stuart,Burns,,D,Jade,Patterson,,D,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15626,,15626,12138,10197,,15626,3549,10197,12138,,,NA
15628,Lydia,Kelman,VISITOR,S,F,,,9,NOVEMBER,1933,"1 Dalgarnock Road, Thornhill, Dumfries and Galloway",68,Hayden,Kelman,,D,Harriet,Fleming,,D,R54.05,R53.03,I51.90,SYNTHETIC DATA PRODUCED USING VALIPOP,15628,,15628,12254,11525,,15628,3696,11525,12254,,,NA
15632,Victoria,Kerr,HOUSE KEEPER,S,F,,,15,JANUARY,1933,"1 Doocot Road, Northbank Farm Steadings, Fife",67,Callum,Kerr,,,Sonia,Ramsay,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15632,,15632,12214,12381,,15632,3576,12381,12214,,,NA
15634,Hazel,Kelman,NONE,S,F,,,25,NOVEMBER,1934,"112 Upper Loan Park, Allanbank, Lauder",68,Thomas,Kelman,,D,Emily,Gillespie,,D,K63.92,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15634,,15634,12348,12689,,15634,3697,12689,12348,,,NA
15636,Hannah,Hutcheson,CART WRIGHT (JOURNEYMAN),S,F,,,10,JUNE,1934,"5 Milton Wynd, South Ayrshire",69,Shane,Hutcheson,,D,Shannen,Keir,,D,R17.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15636,,15636,12302,12609,,15636,3699,12609,12302,,,NA
15638,Faye,Fell,SEWING MUSLIN,S,F,,,10,JULY,1935,"1 McBey Way, Aberdeenshire",69,Jordan,Fell,,D,Beth,Mccormick,,D,A09.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15638,,15638,12370,12137,,15638,3701,12137,12370,,,NA
15642,Morgan,Connelly,HOUSE KEEPER,S,F,,,16,FEBRUARY,1935,"1 Castle Street, Aberdeenshire",69,Aaron,Connelly,,D,Emily,Bull,,D,A22.90,R02.00,,SYNTHETIC DATA PRODUCED USING VALIPOP,15642,,15642,12360,11521,,15642,3705,11521,12360,,,NA
15644,Tessa,Hogg,CROFTER'S WIFE,S,F,,,23,SEPTEMBER,1936,"1 Duchlage Court, Crieff, Perth and Kinross",70,Mccauley,Hogg,,D,Jessica,Petrie,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15644,,15644,12366,11785,,15644,3646,11785,12366,,,NA
15646,Georgia,Stewart,,S,F,,,1,OCTOBER,1936,"1 Bressay Place, Riccarton, Kilmarnock",70,Jack,Stewart,,D,Hannah,Mcshane,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15646,,15646,12318,11869,,15646,3618,11869,12318,,,NA
15650,Charlotte,Logan,PAUPER HOUSE SERV,S,F,,,17,JUNE,1938,"1 Ewart Drive, Newton Stewart, Dumfries and Galloway",73,Alister,Logan,,D,Catherine,Gillespie,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15650,,15650,12426,11287,,15650,3674,11287,12426,,,NA
15652,Zoe,Webster,HOUSE KEEPER,S,F,,,26,JANUARY,1938,"1 Eastburn Drive, South Ayrshire",72,Jay,Webster,,D,Matilda,Robinson,,D,Y26.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15652,,15652,12582,12355,,15652,3550,12355,12582,,,NA
15654,Samantha,Brand,A KNITTING WOMAN,S,F,,,5,MARCH,1938,"1 Arranton Place, Croc, North Ayrshire",73,Marcus,Brand,,D,Georgia,Macphail,,D,A16.96,M79.00,,SYNTHETIC DATA PRODUCED USING VALIPOP,15654,,15654,12712,12447,,15654,3707,12447,12712,,,NA
15656,Molly,Kelman,OUTDOOR PAUPER,S,F,,,23,APRIL,1938,"7 Glencraig Place, Croc, North Ayrshire",72,Harry,Kelman,,D,Rosie,Little,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15656,,15656,12742,11743,,15656,3512,11743,12742,,,NA
15662,Brogan,Bull,LINEN WINDER,S,F,,,1,AUGUST,1939,"1 Brathwic Terrace, North Ayrshire",73,Jack,Bull,,D,Amy,Petrie,,D,R30.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15662,,15662,12822,12249,,15662,3582,12249,12822,,,NA
15664,Sian,Mclaren,BREAD SELLER,S,F,,,5,MARCH,1940,"34 Monamore Place, Croc, North Ayrshire",74,Henry,Mclaren,,D,Victoria,Mclaren,,D,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15664,,15664,13002,12979,,15664,3714,12979,13002,,,NA
15666,Phoebe,Brand,SEAMSTRESS,S,F,,,25,APRIL,1940,"3 Piedmont Road, Girvan, South Ayrshire",74,Blake,Brand,,D,Claire,Kelman,,D,J11.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15666,,15666,13256,11273,,15666,3716,11273,13256,,,NA
15584,Eleanor,Macphail,,W,F,,,6,SEPTEMBER,1940,"3 Achaleven Road, Argyll and Bute",74,Ben,Macphail,,D,Rhiannon,O'connor,,D,J20.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15584,,15584,11394,11413,,15584,3302,11413,11394,,,NA
15658,Katrina,Neilson,PAUPER & CHAR WOMAN,W,F,Cameron Clark,TAILOR,19,MARCH,1941,"32 St Molios Park, Croc, North Ayrshire",75,Luke,Neilson,,D,Kim,Robb,,D,K31.94,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15658,5090,15658,12842,12679,15925,15658,3710,12679,12842,5090,15925,NA
15614,Alisha,Porter,WASHER WOMAN,W,F,Conor Green,SHOE MAKER,14,OCTOBER,1942,"1 Walton Park, Findas Bank, Fife",77,John,Porter,,D,Charlotte,Saunders,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15614,4671,15614,11872,11431,15339,15614,3476,11431,11872,4671,15339,NA
15574,Sara,Rooney,FORMERLY DOMESTIC SERVANT,W,F,Jamie Aitchison,SHEPHERD,9,SEPTEMBER,1942,"169 Hardgate, Broomhill, Aberdeen City",77,Jesse,Rooney,,D,Rachel,Green,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15574,5016,15574,11226,10633,16195,15574,3109,10633,11226,5016,16195,NA
15618,Ellie,O'connor,HOUSE KEEPER,W,F,George Sutherland,COPPER OR STEEL PLATE PRINTER (JOURNEYMAN),22,AUGUST,1942,"1 Brae, Highland",77,Charles,O'connor,,D,Emilly,Wood,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15618,4902,15618,12000,11289,15057,15618,3692,11289,12000,4902,15057,NA
15582,Megan,Martin,,W,F,Mahdi Aitchison,FARM LABORER,12,MARCH,1942,"1 Piedmont Road, Girvan, South Ayrshire",76,Ashley,Martin,,D,Emily,Duncan,,D,J98.90,J45.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,15582,4673,15582,11422,10101,14693,15582,3559,10101,11422,4673,14693,NA
15592,Theresa,Beck,CROFTER,M,F,Jake Mcshane,FARMER OF 20 ACRES,26,FEBRUARY,1946,"11 Caberfeidh, Portree, Highland",81,Joseph,Beck,,D,Chelsea,Mcnab,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15592,4672,15592,11526,10809,15527,15592,3688,10809,11526,4672,15527,NA
15620,Hannah,Smith,,W,F,Oliver Anderson,GROCER,5,SEPTEMBER,1947,"10 Hartrigge Crescent, Scaurs, Scottish Borders",82,Thomas,Smith,,D,Evan,Lyon,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15620,4941,15620,11998,12139,14953,15620,3505,12139,11998,4941,14953,NA
15640,Amy,Ramsay,FARMER'S WIDOW,W,F,Jack Logan,LANDED PROPRIETOR,9,AUGUST,1947,"1 Farm House Lane, South Lanarkshire",82,Hassaan,Ramsay,,D,Shannon,Mcmillan,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15640,4903,15640,12310,11981,14531,15640,3703,11981,12310,4903,14531,NA
15648,Farzana,Burns,PAUPER,W,F,Adam Logan,RETIRED IRONMONGER,15,SEPTEMBER,1948,"88 Beech Avenue, Dumfries and Galloway",83,Alexander,Burns,,D,Rebecca,O'connor,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15648,4715,15648,12432,11851,12857,15648,3673,11851,12432,4715,12857,NA
15660,Emily,Stewart,,W,F,Robert Green,AGL LABOURER,16,JANUARY,1948,"2 St Johns Walk, Heatherknowe, Aberdeenshire",82,Daniel,Stewart,,D,Monika,Wilson,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15660,4638,15660,12868,11983,16169,15660,3712,11983,12868,4638,16169,NA
15590,Rebecca,Mcintosh,SERVANT,W,F,Alexander Laing,FARMER OF 200 ACRES,4,MARCH,1948,"22 Bannerfield Drive, Braw Gates House, Selkirk",82,Callum,Mcintosh,,D,Chantelle,Howie,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15590,4641,15590,11382,11299,14571,15590,3339,11299,11382,4641,14571,NA
15608,Maya,Porter,,W,F,James Wales,FLAXDRESSER,18,NOVEMBER,1949,"14 Castle Road, Genoch Farm, South Ayrshire",84,Patrick,Porter,,D,Nimrah,Campbell,,D,J42.00,R53.07,,SYNTHETIC DATA PRODUCED USING VALIPOP,15608,4790,15608,11640,10873,13987,15608,3373,10873,11640,4790,13987,NA
15578,Bethany,Gemmell,,W,F,Michael Keir,LANDED PROPRIETOR,24,DECEMBER,1949,"6 Knockhall Road, Aberdeenshire",84,Ashley,Gemmell,,D,Sophie,Martin,,D,C50.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15578,5091,15578,11302,10287,15255,15578,3596,10287,11302,5091,15255,NA
15630,Rebekah,Green,PAUPER FORMERLY FARMER'S WIFE,W,F,Toby White,CUSTOMS COMPTROLLER SUPERANNUATE,13,MAY,1949,"1 Langdykes Crescent, Cove Bay, Aberdeen City",84,Bradley,Green,,D,Coral,Donald,,D,R54.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15630,4396,15630,12212,11069,14385,15630,3614,11069,12212,4396,14385,NA
15668,Jasmine,Hassan,,S,F,,,26,MAY,1868,"14 Hartrigge Crescent, Scaurs, Scottish Borders",2,Kane,Hassan,,D,Karishma,Leishman,,,A09.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15668,,15668,10202,9847,,15668,2963,9847,10202,,,NA
15670,Annalise,Mcguire,,S,F,,,22,NOVEMBER,1868,"6 Inverugie Cottages, Coplandhill, Aberdeenshire",1,William,Mcguire,,,Emily,Mcdonald,,,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15670,,15670,10370,10289,,15670,3063,10289,10370,,,NA
15672,Heidi,Mcguire,,S,F,,,1,OCTOBER,1868,"3 Almanythie Road, Roanheads, Peterhead",2,Tom,Mcguire,,,Kayley,Christie,,,J20.92,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15672,,15672,10360,9511,,15672,2992,9511,10360,,,NA
15674,Catherine,Hassan,,S,F,,,16,DECEMBER,1869,"1 Piersland Place, North Ayrshire",3,Brett,Hassan,,,Sophie,Gowans,,,A09.09,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15674,,15674,10638,10043,,15674,3075,10043,10638,,,NA
15676,Katy,Browning,,S,F,,,6,FEBRUARY,1869,"1 Primrose Avenue, Coplandhill, Aberdeenshire",2,Joshua,Browning,,,Rhianna,Mowbray,,,G04.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15676,,15676,10650,9549,,15676,3128,9549,10650,,,NA
15678,Madeline,Rae,,S,F,,,20,SEPTEMBER,1869,"2 Kincardine Road, Crieff, Perth and Kinross",3,Jake,Rae,,,Belinda,Keir,,,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15678,,15678,10652,11119,,15678,3041,11119,10652,,,NA
15680,Zoe,Hawthorne,,S,F,,,28,JUNE,1869,"9 Dail a' Chladaich, Highland",3,Christopher,Hawthorne,,,Chantelle,Buchan,,,B01.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15680,,15680,10740,10645,,15680,3417,10645,10740,,,NA
15682,Ellie,Sinclair,,S,F,,,18,JULY,1869,"2 Dal nan Each, Highland",2,Calum,Sinclair,,,Caitlin,Laing,,,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15682,,15682,10706,10651,,15682,3192,10651,10706,,,NA
15684,Ashleigh,Young,,S,F,,,28,FEBRUARY,1869,"9 Athol Court, Scaurs, Jedburgh",2,Toby,Young,,,Emily,Begg,,,J21.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,15684,,15684,10710,9871,,15684,3106,9871,10710,,,NA
